Ký_tự,Pinyin,Hán_Việt,Số_cách_đọc,Tất_cả_cách_đọc
卖,mài,mại,1,mại
南,nán,nam,1,nam
単,dān,đan,1,đan
卙,ji2,ký,1,ký
博,bó,bác,1,bác
卛,shuài,tuất,1,tuất
卜,bo,bốc,3,bốc / bốc / bặc
卜,bǔ,bốc,3,bốc / bốc / bặc
卜,bó,bặc,3,bốc / bốc / bặc
卝,kuàng,quán,2,quán / khoáng
卝,kuàng,khoáng,2,quán / khoáng
卞,biàn,biện,1,biện
卟,bǔ,kê,1,kê
占,zhàn,chiêm,2,chiêm / chiếm
占,zhàn,chiếm,2,chiêm / chiếm
卡,kǎ,tạp,3,tạp / khải / ca
卡,kǎ,khải,3,tạp / khải / ca
卡,kǎ,ca,3,tạp / khải / ca
卢,lú,lô,3,lô / lư / ~lô
卢,lú,lư,3,lô / lư / ~lô
卢,lú,~lô,3,lô / lư / ~lô
卣,yǒu,dữu,1,dữu
卤,lǔ,lỗ,1,lỗ
卦,guà,quái,1,quái
卧,wò,ngọa,2,ngọa / ngoạ
卧,wò,ngoạ,2,ngọa / ngoạ
卨,xiè,tiết,1,tiết
卩,jié,tiết,1,tiết
卪,jié,~tiết,1,~tiết
卫,wèi,vệ,2,vệ / ~vệ
卫,wèi,~vệ,2,vệ / ~vệ
卬,áng,ngang,1,ngang
卭,qióng,ngang,1,ngang
卮,zhī,chi,1,chi
卯,mǎo,mão,1,mão
印,yìn,ấn,1,ấn
危,wēi,nguy,1,nguy
卲,shào,thiều,3,thiều / thiệu / ngoẹo
卲,shào,thiệu,3,thiều / thiệu / ngoẹo
卲,shào,ngoẹo,3,thiều / thiệu / ngoẹo
即,jí,tức,1,tức
却,què,khước,1,khước
卵,luǎn,noãn,1,noãn
卷,juǎn,quyến,5,quyến / quyền / quyển / cuốn / cuộn
卷,juǎn,quyền,5,quyến / quyền / quyển / cuốn / cuộn
卷,juǎn,quyển,5,quyến / quyền / quyển / cuốn / cuộn
卷,juǎn,cuốn,5,quyến / quyền / quyển / cuốn / cuộn
卷,juǎn,cuộn,5,quyến / quyền / quyển / cuốn / cuộn
卸,xiè,tá,1,tá
卹,xù,tuất,1,tuất
卺,jǐn,cẩn,1,cẩn
卻,què,khước,1,khước
卼,wù,ngột,1,ngột
卽,jí,tức,1,tức
卿,qīng,khanh,1,khanh
厀,xī,tất,1,tất
厂,chǎng,hán,2,hán / xưởng
厂,chǎng,xưởng,2,hán / xưởng
厃,wěi,nghĩ,1,nghĩ
厄,è,ách,2,ách / ngỏa
厄,è,ngỏa,2,ách / ngỏa
厅,tīng,thính,2,thính / sảnh
厅,tīng,sảnh,2,thính / sảnh
历,lì,lịch,1,lịch
厉,lì,lệ,3,lệ / lại / lẹ
厉,lì,lại,3,lệ / lại / lẹ
厉,lì,lẹ,3,lệ / lại / lẹ
压,yā,~nha,2,~nha / áp
压,yā,áp,2,~nha / áp
厌,yàn,yếm,5,yếm / yêm / ấp / áp / ướm
厌,yàn,yêm,5,yếm / yêm / ấp / áp / ướm
厌,yàn,ấp,5,yếm / yêm / ấp / áp / ướm
厌,yàn,áp,5,yếm / yêm / ấp / áp / ướm
厌,yàn,ướm,5,yếm / yêm / ấp / áp / ướm
厍,shè,xá,1,xá
厎,dǐ,chỉ,1,chỉ
厐,páng,bàng,1,bàng
厑,ya2,nha,1,nha
厓,yá,nhai,2,nhai / day
厓,yá,day,2,nhai / day
厔,zhì,chất,2,chất / chái
厔,zhì,chái,2,chất / chái
厕,cè,trắc,3,trắc / xí / ~xí
厕,cè,xí,3,trắc / xí / ~xí
厕,cè,~xí,3,trắc / xí / ~xí
厖,máng,mang,2,mang / bàng
厖,máng,bàng,2,mang / bàng
厗,tí,đề,1,đề
厘,lí,li,3,li / ly / hy
厘,lí,ly,3,li / ly / hy
厘,lí,hy,3,li / ly / hy
厙,shè,xá,1,xá
厚,hòu,hậu,1,hậu
厛,tīng,sảnh,1,sảnh
厜,zuī,tuy,1,tuy
厝,cuò,thác,3,thác / thố / xó
厝,cuò,thố,3,thác / thố / xó
厝,cuò,xó,3,thác / thố / xó
厞,fèi,phi,1,phi
原,yuán,nguyên,1,nguyên
厠,cè,xí,1,xí
厡,yuan2,nguyên,1,nguyên
厢,xiāng,sương,3,sương / rương / ~hương
厢,xiāng,rương,3,sương / rương / ~hương
厢,xiāng,~hương,3,sương / rương / ~hương
厣,yǎn,áp,2,áp / yểm
厣,yǎn,yểm,2,áp / yểm
厤,lì,lịch,1,lịch
厥,jué,quyết,1,quyết
厦,shà,hạ,2,hạ / hè
厦,shà,hè,2,hạ / hè
厧,dian1,điện,1,điện
厨,chú,trù,3,trù / chù / ~trù
厨,chú,chù,3,trù / chù / ~trù
厨,chú,~trù,3,trù / chù / ~trù
厩,jiù,cứu,1,cứu
厪,jǐn,cận,3,cận / cần / cẩn
厪,jǐn,cần,3,cận / cần / cẩn
厪,jǐn,cẩn,3,cận / cần / cẩn
厫,áo,ngao,1,ngao
厬,gui3,quy,1,quy
厭,yàn,yêm,5,yêm / ấp / áp / yếm / ướm
厭,yàn,ấp,5,yêm / ấp / áp / yếm / ướm
厭,yàn,áp,5,yêm / ấp / áp / yếm / ướm
厭,yàn,yếm,5,yêm / ấp / áp / yếm / ướm
厭,yàn,ướm,5,yêm / ấp / áp / yếm / ướm
厮,sī,tư,1,tư
厯,lì,lịch,1,lịch
厰,chǎng,xưởng,1,xưởng
厱,lan2,lan,1,lan
厲,lì,lệ,3,lệ / lại / lẹ
厲,lì,lại,3,lệ / lại / lẹ
厲,lì,lẹ,3,lệ / lại / lẹ
厳,yán,nghiêm,1,nghiêm
厴,yǎn,áp,2,áp / yểm
厴,yǎn,yểm,2,áp / yểm
厵,yuán,~nguyên,1,~nguyên
厶,sī,khư,2,khư / mỗ
厶,sī,mỗ,2,khư / mỗ
厷,gōng,hoành,2,hoành / quăng
厷,gōng,quăng,2,hoành / quăng
厹,róu,cầu,2,cầu / nhu
厹,róu,nhu,2,cầu / nhu
厺,qù,khứ,1,khứ
去,qù,khu,3,khu / khứ / khử
去,qù,khứ,3,khu / khứ / khử
去,qù,khử,3,khu / khứ / khử
厼,ěr,~nhĩ,1,~nhĩ
厾,dū,đâu,1,đâu
县,xiàn,huyền,3,huyền / huyện / ~hiển
县,xiàn,huyện,3,huyền / huyện / ~hiển
县,xiàn,~hiển,3,huyền / huyện / ~hiển
叁,cān,tam,1,tam
参,shēn,sam,6,sam / sâm / ~xam / tham / tam / xam
参,shēn,sâm,6,sam / sâm / ~xam / tham / tam / xam
参,cān,~xam,6,sam / sâm / ~xam / tham / tam / xam
参,cān,tham,6,sam / sâm / ~xam / tham / tam / xam
参,cān,tam,6,sam / sâm / ~xam / tham / tam / xam
参,cān,xam,6,sam / sâm / ~xam / tham / tam / xam
參,cān,sâm,4,sâm / tham / tam / xam
參,cān,tham,4,sâm / tham / tam / xam
參,cān,tam,4,sâm / tham / tam / xam
參,cān,xam,4,sâm / tham / tam / xam
叄,cān,tam,1,tam
叅,cān,xam,2,xam / tham
叅,cān,tham,2,xam / tham
叆,ài,ái,1,ái
叇,dài,~đại,2,~đại / đãi
叇,dài,đãi,2,~đại / đãi
又,yòu,lại,2,lại / hựu
又,yòu,hựu,2,lại / hựu
叉,chā,xoa,1,xoa
及,jí,cập,1,cập
友,yǒu,hữu,1,hữu
双,shuāng,song,1,song
反,fǎn,phiên,2,phiên / phản
反,fǎn,phản,2,phiên / phản
収,shōu,thâu,1,thâu
叏,guai4,quái,1,quái
叐,bá,bạt,1,bạt
发,fà,phát,3,phát / phát / ~phát
发,fǎ,phát,3,phát / phát / ~phát
发,fā,~phát,3,phát / phát / ~phát
叒,ruò,nhược,1,nhược
叓,shì,thị,1,thị
叔,shū,thúc,1,thúc
叕,zhuó,chuyết,1,chuyết
取,qǔ,thủ,1,thủ
受,shòu,thụ,2,thụ / thọ
受,shòu,thọ,2,thụ / thọ
变,biàn,biện,2,biện / biến
变,biàn,biến,2,biện / biến
叙,xù,tự,1,tự
叚,xiá,giả,2,giả / giả
叚,jiǎ,giả,2,giả / giả
叛,pàn,bạn,2,bạn / phản
叛,pàn,phản,2,bạn / phản
叜,sǒu,~tẩu,1,~tẩu
叝,jí,cấp,1,cấp
叞,wei4,vi,1,vi
叟,sǒu,tẩu,1,tẩu
叠,dié,điệp,1,điệp
叡,ruì,duệ,1,duệ
叢,cóng,tùng,2,tùng / ~tùng
叢,cóng,~tùng,2,tùng / ~tùng
口,kǒu,khẩu,1,khẩu
古,gǔ,cổ,1,cổ
句,jù,câu,3,câu / cấu / cú
句,jù,cấu,3,câu / cấu / cú
句,jù,cú,3,câu / cấu / cú
另,lìng,lánh,1,lánh
叧,guǎ,oa,1,oa
叨,dāo,thao,2,thao / đao
叨,dāo,đao,2,thao / đao
叩,kòu,khấu,1,khấu
只,zhǐ,chỉ,3,chỉ / chích / chiếc
只,zhī,chích,3,chỉ / chích / chiếc
只,zhī,chiếc,3,chỉ / chích / chiếc
叫,jiào,khiếu,1,khiếu
召,zhào,triệu,4,triệu / thiệu / chiêu / chịu
召,zhào,thiệu,4,triệu / thiệu / chiêu / chịu
召,zhào,chiêu,4,triệu / thiệu / chiêu / chịu
召,zhào,chịu,4,triệu / thiệu / chiêu / chịu
叭,bā,bá,2,bá / bớt
叭,bā,bớt,2,bá / bớt
叮,dīng,đinh,1,đinh
可,kě,khắc,2,khắc / khả
可,kě,khả,2,khắc / khả
台,tái,di,3,di / đài / thai
台,tái,đài,3,di / đài / thai
台,tái,thai,3,di / đài / thai
叱,chì,sất,2,sất / sứt
叱,chì,sứt,2,sất / sứt
史,shǐ,sử,1,sử
右,yòu,hữu,1,hữu
叴,qiú,cầu,1,cầu
叵,pǒ,phả,1,phả
叶,yè,hiệp,2,hiệp / diệp
叶,yè,diệp,2,hiệp / diệp
号,hào,hào,3,hào / hiệu / gào
号,hào,hiệu,3,hào / hiệu / gào
号,hào,gào,3,hào / hiệu / gào
司,sī,tư,2,tư / ti
司,sī,ti,2,tư / ti
叹,tàn,thán,2,thán / han
叹,tàn,han,2,thán / han
叺,chǐ,xích,1,xích
叻,lè,lặc,2,lặc / sựt
叻,lè,sựt,2,lặc / sựt
叼,diāo,điêu,1,điêu
叽,jī,kỉ,3,kỉ / ky / ~tức
叽,jī,ky,3,kỉ / ky / ~tức
叽,jī,~tức,3,kỉ / ky / ~tức
叾,liǎo,đốc,1,đốc
叿,hong1,hồng,1,hồng
吀,miē,xiên,1,xiên
吁,xū,hu,2,hu / dụ
吁,xū,dụ,2,hu / dụ
吂,mang2,mang,1,mang
吃,chī,cật,4,cật / khật / khiết / khịt
吃,chī,khật,4,cật / khật / khiết / khịt
吃,chī,khiết,4,cật / khật / khiết / khịt
吃,chī,khịt,4,cật / khật / khiết / khịt
各,gè,các,1,các
吅,xuān,huyên,2,huyên / tụng
吅,xuān,tụng,2,huyên / tụng
吆,yāo,yêu,1,yêu
吇,zi3,tử,1,tử
合,hé,cáp,4,cáp / hợp / hiệp / hạp
合,hé,hợp,4,cáp / hợp / hiệp / hạp
合,hé,hiệp,4,cáp / hợp / hiệp / hạp
合,gé,hạp,4,cáp / hợp / hiệp / hạp
吉,jí,cát,1,cát
吊,diào,điếu,2,điếu / đích
吊,diào,đích,2,điếu / đích
吋,cùn,thốn,1,thốn
同,tòng,đồng,1,đồng
名,míng,danh,1,danh
后,hòu,hậu,2,hậu / hấu
后,hòu,hấu,2,hậu / hấu
吏,lì,lại,1,lại
吐,tǔ,thổ,1,thổ
向,xiàng,hướng,2,hướng / hưởng
向,xiàng,hưởng,2,hướng / hưởng
吒,zhā,tra,3,tra / trá / cha
吒,zhā,trá,3,tra / trá / cha
吒,zhā,cha,3,tra / trá / cha
吓,xià,hách,1,hách
吔,yě,dã,1,dã
吕,lǚ,lữ,3,lữ / lã / ~lã
吕,lǚ,lã,3,lữ / lã / ~lã
吕,lǚ,~lã,3,lữ / lã / ~lã
吖,ā,nha,1,nha
吗,ma,ma,4,ma / mạ / mửa / ~ma
吗,ma,mạ,4,ma / mạ / mửa / ~ma
吗,ma,mửa,4,ma / mạ / mửa / ~ma
吗,ma,~ma,4,ma / mạ / mửa / ~ma
吘,ǒu,ngỏ,1,ngỏ
吙,huo1,hoạt,1,hoạt
吚,yī,y,1,y
君,jūn,quân,1,quân
吜,chǒu,~nữu,1,~nữu
吝,lìn,lận,1,lận
吞,tūn,thôn,1,thôn
吟,yín,ngâm,1,ngâm
吠,fèi,phệ,1,phệ
吡,bǐ,bỉ,1,bỉ
吢,qìn,sấm,1,sấm
吣,qìn,tăm,1,tăm
吥,bù,bất,1,bất
否,fǒu,phủ,4,phủ / bĩ / bỉ / phầu
否,fǒu,bĩ,4,phủ / bĩ / bỉ / phầu
否,fǒu,bỉ,4,phủ / bĩ / bỉ / phầu
否,fǒu,phầu,4,phủ / bĩ / bỉ / phầu
吧,ba,ba,2,ba / và
吧,ba,và,2,ba / và
吨,dūn,đồn,2,đồn / đốn
吨,dūn,đốn,2,đồn / đốn
吩,fēn,phân,2,phân / phàn
吩,fēn,phàn,2,phân / phàn
吪,é,ngoa,2,ngoa / hoé
吪,é,hoé,2,ngoa / hoé
含,hán,hàm,1,hàm
听,tīng,thính,2,thính / dẫn
听,tīng,dẫn,2,thính / dẫn
吭,kēng,hàng,3,hàng / hạng / khang
吭,kēng,hạng,3,hàng / hạng / khang
吭,kēng,khang,3,hàng / hạng / khang
吮,shǔn,duyện,1,duyện
启,qǐ,khải,2,khải / khởi
启,qǐ,khởi,2,khải / khởi
吰,hóng,hoành,1,hoành
吱,zhī,tư,3,tư / chi / chê
吱,zhī,chi,3,tư / chi / chê
吱,zhī,chê,3,tư / chi / chê
吲,yǐn,sẩn,2,sẩn / dặn
吲,yǐn,dặn,2,sẩn / dặn
吳,wú,ngô,1,ngô
吴,wú,ngô,1,ngô
吵,chǎo,sảo,1,sảo
吶,nà,nột,3,nột / nói / niệt
吶,nà,nói,3,nột / nói / niệt
吶,nà,niệt,3,nột / nói / niệt
吷,xuè,huyết,1,huyết
吸,xī,hấp,2,hấp / cộp
吸,xī,cộp,2,hấp / cộp
吹,chuī,xuy,3,xuy / xúy / xuý
吹,chuī,xúy,3,xuy / xúy / xuý
吹,chuī,xuý,3,xuy / xúy / xuý
吻,wěn,vẫn,1,vẫn
吼,hǒu,hống,1,hống
吽,hōng,hồng,4,hồng / ngầu / ẩu / ngâu
吽,hōng,ngầu,4,hồng / ngầu / ẩu / ngâu
吽,hōng,ẩu,4,hồng / ngầu / ẩu / ngâu
吽,hōng,ngâu,4,hồng / ngầu / ẩu / ngâu
吾,wú,ngô,2,ngô / ngo
吾,wú,ngo,2,ngô / ngo
吿,gào,cốc,2,cốc / cáo
吿,gào,cáo,2,cốc / cáo
呀,ya,nha,2,nha / nhá
呀,ya,nhá,2,nha / nhá
呂,lǚ,lữ,3,lữ / lã / ~lã
呂,lǚ,lã,3,lữ / lã / ~lã
呂,lǚ,~lã,3,lữ / lã / ~lã
呃,è,ách,2,ách / nhách
呃,è,nhách,2,ách / nhách
呅,méi,~môi,1,~môi
呆,dāi,ngốc,2,ngốc / ngai
呆,dāi,ngai,2,ngốc / ngai
呇,mèn,khải,2,khải / khải
呇,qǐ,khải,2,khải / khải
呈,chéng,trình,1,trình
呉,wú,ngô,1,ngô
告,gào,cáo,1,cáo
呋,fū,phu,1,phu
呌,jiào,khiếu,2,khiếu / khiêu
呌,jiào,khiêu,2,khiếu / khiêu
呍,hōng,ngưu,1,ngưu
呎,chǐ,xích,2,xích / xếch
呎,chǐ,xếch,2,xích / xếch
呏,shēng,thăng,1,thăng
呐,nà,nói,3,nói / nột / niệt
呐,nà,nột,3,nói / nột / niệt
呐,nà,niệt,3,nói / nột / niệt
呑,tūn,thôn,1,thôn
呒,fǔ,phủ,3,phủ / mô / ~mô
呒,wǔ,mô,3,phủ / mô / ~mô
呒,ḿ,~mô,3,phủ / mô / ~mô
呓,yì,nghệ,2,nghệ / ~nghệ
呓,yì,~nghệ,2,nghệ / ~nghệ
呔,dāi,~ngốc,1,~ngốc
呕,ǒu,ẩu,1,ẩu
呖,lì,lịch,2,lịch / rích
呖,lì,rích,2,lịch / rích
呗,bei,bái,3,bái / bối / bại
呗,bei,bối,3,bái / bối / bại
呗,bei,bại,3,bái / bối / bại
员,yuán,viên,3,viên / vân / ~viên
员,yuán,vân,3,viên / vân / ~viên
员,yuán,~viên,3,viên / vân / ~viên
呙,guō,qua,5,qua / oà / oai / quai / oa
呙,guō,oà,5,qua / oà / oai / quai / oa
呙,guō,oai,5,qua / oà / oai / quai / oa
呙,guō,quai,5,qua / oà / oai / quai / oa
呙,guō,oa,5,qua / oà / oai / quai / oa
呛,qiāng,sang,3,sang / sặc / ~sang
呛,qiāng,sặc,3,sang / sặc / ~sang
呛,qiāng,~sang,3,sang / sặc / ~sang
呜,wū,ô,1,ô
呝,è,ách,1,ách
呞,shī,te,1,te
呟,juǎn,quyển,1,quyển
呠,pěn,bỏm,1,bỏm
呡,wěn,răn,1,răn
呢,ne,ni,3,ni / nỉ / nài
呢,ne,nỉ,3,ni / nỉ / nài
呢,ne,nài,3,ni / nỉ / nài
呣,ḿ,mô,1,mô
呤,lìng,linh,2,linh / gầm
呤,lìng,gầm,2,linh / gầm
呥,rán,nhẻm,1,nhẻm
呦,yōu,u,2,u / ạo
呦,yōu,ạo,2,u / ạo
呧,dǐ,để,1,để
周,zhōu,chu,1,chu
呪,zhòu,chú,1,chú
呫,tiè,thiếp,3,thiếp / chiếp / chím
呫,tiè,chiếp,3,thiếp / chiếp / chím
呫,tiè,chím,3,thiếp / chiếp / chím
呬,xì,hi,1,hi
呭,yì,thé,1,thé
呮,qì,kì,1,kì
呯,píng,bình,1,bình
呰,zǐ,tử,1,tử
呱,gū,oa,1,oa
呲,cī,thử,1,thử
味,wèi,vị,1,vị
呴,xǔ,ha,3,ha / hú / gâu
呴,xǔ,hú,3,ha / hú / gâu
呴,xǔ,gâu,3,ha / hú / gâu
呵,hē,a,2,a / ha
呵,hē,ha,2,a / ha
呶,náo,nao,1,nao
呷,xiā,hạp,2,hạp / hạp
呷,xiá,hạp,2,hạp / hạp
呸,pēi,phi,3,phi / phì / bậy
呸,pēi,phì,3,phi / phì / bậy
呸,pēi,bậy,3,phi / phì / bậy
呹,yì,dật,1,dật
呺,xiāo,hiêu,1,hiêu
呻,shēn,thân,1,thân
呼,hū,hô,2,hô / há
呼,hū,há,2,hô / há
命,mìng,mệnh,1,mệnh
呾,da2,đại,1,đại
呿,qù,khư,2,khư / khứa
呿,qù,khứa,2,khư / khứa
咀,jǔ,chuỷ,4,chuỷ / trớ / tứ / thở
咀,jǔ,trớ,4,chuỷ / trớ / tứ / thở
咀,jǔ,tứ,4,chuỷ / trớ / tứ / thở
咀,jǔ,thở,4,chuỷ / trớ / tứ / thở
咁,hán,cám,2,cám / căm
咁,hán,căm,2,cám / căm
咂,zā,táp,1,táp
咃,tuo1,đà,1,đà
咄,duō,đốt,3,đốt / xót / đoát
咄,duō,xót,3,đốt / xót / đoát
咄,duō,đoát,3,đốt / xót / đoát
咅,pǒu,phủ,1,phủ
咆,páo,bào,2,bào / bàu
咆,páo,bàu,2,bào / bàu
咇,bì,tất,1,tất
咈,fú,phất,3,phất / phật / phớt
咈,fú,phật,3,phất / phật / phớt
咈,fú,phớt,3,phất / phật / phớt
咉,yāng,ương,1,ương
咊,hé,hoà,1,hoà
咋,zǎ,trách,3,trách / trá / chạ
咋,zǎ,trá,3,trách / trá / chạ
咋,zǎ,chạ,3,trách / trá / chạ
和,hé,hoà,6,hoà / hoạ / hòa / họa / hồ / ù
和,hé,hoạ,6,hoà / hoạ / hòa / họa / hồ / ù
和,hé,hòa,6,hoà / hoạ / hòa / họa / hồ / ù
和,hé,họa,6,hoà / hoạ / hòa / họa / hồ / ù
和,hé,hồ,6,hoà / hoạ / hòa / họa / hồ / ù
和,hé,ù,6,hoà / hoạ / hòa / họa / hồ / ù
咍,hāi,hai,2,hai / hay
咍,hāi,hay,2,hai / hay
咎,jiù,cao,2,cao / cữu
咎,jiù,cữu,2,cao / cữu
咏,yǒng,vịnh,2,vịnh / vẳng
咏,yǒng,vẳng,2,vịnh / vẳng
咐,fù,phù,2,phù / phó
咐,fù,phó,2,phù / phó
咑,dā,đát,1,đát
咒,zhòu,chú,1,chú
咓,wǎ,~ngoã,1,~ngoã
咔,kā,ca,1,ca
咕,gū,cô,1,cô
咖,kā,ca,2,ca / già
咖,kā,già,2,ca / già
咗,zuo,trở,1,trở
咘,bù,bú,1,bú
咙,lóng,~lùng,3,~lùng / lung / lùng
咙,lóng,lung,3,~lùng / lung / lùng
咙,lóng,lùng,3,~lùng / lung / lùng
咚,dōng,đông,2,đông / giọng
咚,dōng,giọng,2,đông / giọng
咛,níng,ninh,2,ninh / ~ninh
咛,níng,~ninh,2,ninh / ~ninh
咜,ta,tha,1,tha
咝,sī,~ti,1,~ti
咠,qì,thấp,2,thấp / nghiện
咠,qì,nghiện,2,thấp / nghiện
咡,èr,nhị,1,nhị
咢,è,ngạc,1,ngạc
咣,guāng,quang,2,quang / quàng
咣,guāng,quàng,2,quang / quàng
咤,zhā,tra,3,tra / trá / cha
咤,zhā,trá,3,tra / trá / cha
咤,zhā,cha,3,tra / trá / cha
咥,xì,điệt,4,điệt / hí / chối / hý
咥,xì,hí,4,điệt / hí / chối / hý
咥,xì,chối,4,điệt / hí / chối / hý
咥,xì,hý,4,điệt / hí / chối / hý
咦,yí,di,1,di
咧,liě,liệt,2,liệt / lác
咧,liě,lác,2,liệt / lác
咨,zī,tư,2,tư / ti
咨,zī,ti,2,tư / ti
咩,miē,mị,1,mị
咪,mī,mị,3,mị / mễ / mi
咪,mī,mễ,3,mị / mễ / mi
咪,mī,mi,3,mị / mễ / mi
咫,zhǐ,chỉ,1,chỉ
咬,yǎo,giảo,2,giảo / rao
咬,yǎo,rao,2,giảo / rao
咭,jī,kê,2,kê / gắt
咭,jī,gắt,2,kê / gắt
咮,zhòu,trụ,2,trụ / chau
咮,zhòu,chau,2,trụ / chau
咯,gē,lạc,4,lạc / khách / cách / khạc
咯,gē,khách,4,lạc / khách / cách / khạc
咯,gē,cách,4,lạc / khách / cách / khạc
咯,gē,khạc,4,lạc / khách / cách / khạc
咱,zán,ta,2,ta / cha
咱,zán,cha,2,ta / cha
咲,xiào,tiếu,1,tiếu
咳,hāi,khái,3,khái / hài / cay
咳,hāi,hài,3,khái / hài / cay
咳,hāi,cay,3,khái / hài / cay
咴,huī,~vay,1,~vay
咵,kuǎ,khoa,1,khoa
咶,huai4,hoài,1,hoài
咷,táo,đào,2,đào / trệu
咷,táo,trệu,2,đào / trệu
咸,xián,hàm,1,hàm
咹,è,ăn,1,ăn
咺,xuǎn,tuyển,1,tuyển
咻,xiū,hủ,3,hủ / hưu / hiu
咻,xiū,hưu,3,hủ / hưu / hiu
咻,xiū,hiu,3,hủ / hưu / hiu
咼,guō,qua,5,qua / oà / oai / quai / oa
咼,guō,oà,5,qua / oà / oai / quai / oa
咼,guō,oai,5,qua / oà / oai / quai / oa
咼,guō,quai,5,qua / oà / oai / quai / oa
咼,guō,oa,5,qua / oà / oai / quai / oa
咽,yàn,ế,4,ế / yến / yết / nhằn
咽,yàn,yến,4,ế / yến / yết / nhằn
咽,yàn,yết,4,ế / yến / yết / nhằn
咽,yàn,nhằn,4,ế / yến / yết / nhằn
咾,lǎo,láo,1,láo
咿,yī,y,1,y
哀,āi,ai,1,ai
品,pǐn,phẩm,1,phẩm
哂,shěn,sẩn,1,sẩn
哃,tóng,đùng,1,đùng
哄,hòng,hống,2,hống / họng
哄,hòng,họng,2,hống / họng
哆,duō,sỉ,3,sỉ / đá / đớ
哆,duō,đá,3,sỉ / đá / đớ
哆,duō,đớ,3,sỉ / đá / đớ
哇,wa,oa,2,oa / oà
哇,wa,oà,2,oa / oà
哈,hā,cáp,4,cáp / hóp / hà / ha
哈,hā,hóp,4,cáp / hóp / hà / ha
哈,hā,hà,4,cáp / hóp / hà / ha
哈,hā,ha,4,cáp / hóp / hà / ha
哉,zāi,tai,1,tai
哊,you4,hữu,1,hữu
哋,diè,địa,1,địa
哌,pài,phái,1,phái
响,xiǎng,hướng,2,hướng / hưởng
响,xiǎng,hưởng,2,hướng / hưởng
哎,āi,ai,1,ai
哏,gén,ngận,2,ngận / gắn
哏,gén,gắn,2,ngận / gắn
哐,kuāng,~khuông,1,~khuông
哑,yǎ,nha,4,nha / á / ách / ~ách
哑,yǎ,á,4,nha / á / ách / ~ách
哑,yǎ,ách,4,nha / á / ách / ~ách
哑,yǎ,~ách,4,nha / á / ách / ~ách
哒,dā,đát,3,đát / đặt / đạt
哒,dá,đặt,3,đát / đặt / đạt
哒,dā,đạt,3,đát / đặt / đạt
哓,xiāo,hiêu,3,hiêu / nghêu / ~hiu
哓,xiāo,nghêu,3,hiêu / nghêu / ~hiu
哓,xiāo,~hiu,3,hiêu / nghêu / ~hiu
哔,bì,tất,1,tất
哕,huì,~uế,5,~uế / hối / uyết / uế / oẹ
哕,huì,hối,5,~uế / hối / uyết / uế / oẹ
哕,huì,uyết,5,~uế / hối / uyết / uế / oẹ
哕,huì,uế,5,~uế / hối / uyết / uế / oẹ
哕,huì,oẹ,5,~uế / hối / uyết / uế / oẹ
哖,nian2,niên,1,niên
哗,huā,hoa,2,hoa / oa
哗,huā,oa,2,hoa / oa
哙,kuài,hồi,4,hồi / khoái / gọi / ~gọi
哙,kuài,khoái,4,hồi / khoái / gọi / ~gọi
哙,kuài,gọi,4,hồi / khoái / gọi / ~gọi
哙,kuài,~gọi,4,hồi / khoái / gọi / ~gọi
哚,duǒ,~mỏ,1,~mỏ
哜,jì,tế,1,tế
哝,nóng,nông,3,nông / nũng / ~nũng
哝,nóng,nũng,3,nông / nũng / ~nũng
哝,nóng,~nũng,3,nông / nũng / ~nũng
哞,mōu,mâu,1,mâu
哟,yō,ôi,2,ôi / dô
哟,yō,dô,2,ôi / dô
哠,hao4,hào,1,hào
員,yuán,viên,3,viên / vân / ~viên
員,yuán,vân,3,viên / vân / ~viên
員,yuán,~viên,3,viên / vân / ~viên
哢,lòng,lộng,2,lộng / trộng
哢,lòng,trộng,2,lộng / trộng
哣,pǒu,nhạu,1,nhạu
哤,máng,mang,1,mang
哥,gē,ca,1,ca
哦,ó,nga,1,nga
哧,chī,xích,1,xích
哨,shào,tiêu,3,tiêu / tiếu / sáo
哨,shào,tiếu,3,tiêu / tiếu / sáo
哨,shào,sáo,3,tiêu / tiếu / sáo
哩,lī,ly,2,ly / lý
哩,lī,lý,2,ly / lý
哪,nǎ,na,3,na / ná / nả
哪,nǎ,ná,3,na / ná / nả
哪,nǎ,nả,3,na / ná / nả
哫,zú,túc,1,túc
哬,hé,hà,1,hà
哭,kū,khốc,2,khốc / khóc
哭,kū,khóc,2,khốc / khóc
哮,xiào,hao,1,hao
哰,láo,lao,2,lao / rao
哰,láo,rao,2,lao / rao
哱,bō,bột,2,bột / buột
哱,bō,buột,2,bột / buột
哲,zhé,triết,1,triết
哳,zhā,triết,2,triết / chít
哳,zhā,chít,2,triết / chít
哴,liàng,lượng,1,lượng
哵,bā,bát,1,bát
哶,miē,mã,1,mã
哺,bǔ,bộ,3,bộ / phô / bú
哺,bǔ,phô,3,bộ / phô / bú
哺,bǔ,bú,3,bộ / phô / bú
哻,han1,hàn,1,hàn
哼,hēng,hanh,1,hanh
哽,gěng,ngạnh,1,ngạnh
哿,gě,khả,2,khả / cả
哿,gě,cả,2,khả / cả
唁,yàn,nghiễn,3,nghiễn / ngạn / ngon
唁,yàn,ngạn,3,nghiễn / ngạn / ngon
唁,yàn,ngon,3,nghiễn / ngạn / ngon
唂,gū,~oa,1,~oa
